"asn","match_name","organization","comment"
"63510","src_asn_edu_","Syiah Kuala University (Unsyiah)",""
"131158","src_asn_edu_","Nara Institute of Science and Technology National University Corporation",""
"131159","src_asn_edu_","Yamagata Univ",""
"131226","src_asn_edu_","Indian Institute Of Technology Roorkee",""
"131396","src_asn_edu_","Rmit International University Vietnam",""
"131919","src_asn_edu_","Meiji University",""
"132216","src_asn_edu_","Comilla University",""
"132250","src_asn_edu_","Princess of Naradhiwas University",""
"132365","src_asn_edu_","Bangladesh Agricultural University (BAU)",""
"132494","src_asn_edu_","Universiti Tun Hussein Onn Malaysia",""
"132688","src_asn_edu_","University of Malaya",""
"132780","src_asn_edu_","Indian Institute of Technology Delhi",""
"132874","src_asn_edu_","Universiti Malaysia Sabah",""
"132905","src_asn_edu_","Ateneo de Davao University",""
"133168","src_asn_edu_","Shahjalal University of Science and Technology",""
"133169","src_asn_edu_","University Malaysia Perlis",""
"133357","src_asn_edu_","TELKOM UNIVERSITY",""
"133552","src_asn_edu_","BMS College of Engineering AS133552",""
"133738","src_asn_edu_","Bangladesh Open University",""
"134023","src_asn_edu_","Aligarh Muslim University",""
"134107","src_asn_edu_","University Malaysia Pahang",""
"134790","src_asn_edu_","United International University",""
"135524","src_asn_edu_","university of dhaka",""
"135734","src_asn_edu_","Birla Institute Of Technology And Science",""
"135893","src_asn_edu_","La Trobe University",""
"135909","src_asn_edu_","Information Technology Park - Vietnam National University Ho Chi Minh City",""
"136004","src_asn_edu_","University of Rajshahi",""
"136164","src_asn_edu_","Islamic University of Technology (IUT)",""
"136470","src_asn_edu_","BMS College of Engineering AS136470",""
"136618","src_asn_edu_","Bangladesh University of Engineering and Technology",""
"136624","src_asn_edu_","Sakon Nakhon Rajabhat University",""
"136911","src_asn_edu_","Asian University for Women",""
"136912","src_asn_edu_","THE COUNCIL OF THE KING'S SCHOOL",""
"136921","src_asn_edu_","Fiji National University",""
"136937","src_asn_edu_","Chittagong University of Engineering & Technology",""
"137241","src_asn_edu_","PibulSongkramRajabhat University",""
"137282","src_asn_edu_","KIIT University",""
"137300","src_asn_edu_","Ar-Raniry University",""
"137394","src_asn_edu_","Dhonburi Rajabhat University",""
"137706","src_asn_edu_","National University",""
"137850","src_asn_edu_","Mae Fah Luang University",""
"137956","src_asn_edu_","Indian Institute of Technology Ropar",""
"137974","src_asn_edu_","Gazipur Agricultural University",""
"138155","src_asn_edu_","JAWAHARLAL NEHRU UNIVERSITY",""
"138163","src_asn_edu_","Bangladesh University of Professionals (BUP)",""
"138382","src_asn_edu_","Begum Rokeya University Rangpur",""
"138462","src_asn_edu_","Rajshahi University of Engineering & Technology (RUET)",""
"138489","src_asn_edu_","Mawlana Bhashani Science and Technology University",""
"138573","src_asn_edu_","University of Barisal",""
"138587","src_asn_edu_","Patuakhali Science and Technology University",""
"138904","src_asn_edu_","Jessore University of Science and Technology",""
"139251","src_asn_edu_","Jahangirnagar University",""
"139815","src_asn_edu_","Taylor's University Sdn Bhd",""
"140118","src_asn_edu_","Indian Institute Of Technology Banaras Hindu University",""
"140200","src_asn_edu_","Panjab University",""
"141270","src_asn_edu_","Indian Institute Of Technology Indore",""
"146814","src_asn_edu_","Hong Kong University of Science and Technology Dongchung Town",""
"147312","src_asn_edu_","Songkhla Rajabhat University Network.",""
"149503","src_asn_edu_","Name: Mahamakut Buddhist University network.",""
"149990","src_asn_edu_","SHEREBANGLA-AS-AP",""
"150107","src_asn_edu_","Surundra Rajabhat University",""
"150638","src_asn_edu_","SHRI GAJANAN MAHARAJ COLLEGE OF ENGINEERING",""
"151808","src_asn_edu_","",""
"151825","src_asn_edu_","Rangsit University",""
"151981","src_asn_edu_","BRAC UNIVERSITY",""
"152337","src_asn_edu_","National University of Mongolia",""
"153493","src_asn_edu_","Uttara University",""
"197451","src_asn_edu_","Brno University of Technology",""
"197467","src_asn_edu_","Samara University named after Korolev",""
"198280","src_asn_edu_","Varna Free University Chernorizets Hrabar",""
"198499","src_asn_edu_","Qatar University",""
"198864","src_asn_edu_","Queen Mary and Westfield College University of London",""
"199028","src_asn_edu_","Uniwersytet Medyczny w Lublinie",""
"199513","src_asn_edu_","Universitatea de Vest din Timisoara",""
"199578","src_asn_edu_","Rheinland-Pfaelzische Technische Universitaet Kaiserslautern-Landau",""
"199936","src_asn_edu_","Uniwersytet Przyrodniczy w Lublinie",""
"201632","src_asn_edu_","Anadolu University AS",""
"201773","src_asn_edu_","University of Warwick",""
"202571","src_asn_edu_","Kharazmi University",""
"202575","src_asn_edu_","University of Hull",""
"203247","src_asn_edu_","Islamic Azad University",""
"204575","src_asn_edu_","TECHCOLLEGE S/I",""
"204813","src_asn_edu_","Shahrekord University",""
"205656","src_asn_edu_","User Association of Ukrainian Research and Academic Network URAN",""
"206130","src_asn_edu_","Stichting Carmel College",""
"206523","src_asn_edu_","Poznan University of Technology",""
"207373","src_asn_edu_","Federal State Budgetary Educational Institution of Higher Education 'Altai State Pedagogical University'",""
"209335","src_asn_edu_","Technical University of Munich",""
"209617","src_asn_edu_","University of Cyprus",""
"211218","src_asn_edu_","KYIV NATIONAL UNIVERSITY OF CONSTRUCTION AND ARCHITECTURE",""
"211258","src_asn_edu_","Federal state autonomous institution of higher education 'Moscow State Institute of International Relations (University)'",""
"211670","src_asn_edu_","Fasa University",""
"212023","src_asn_edu_","University of Plovdiv 'Paisiy Hilendarski'",""
"212167","src_asn_edu_","Pamukkale University",""
"213634","src_asn_edu_","Universitatea din Craiova",""
"213698","src_asn_edu_","Polish Air Force University",""
"216137","src_asn_edu_","Institutia Publica Universitatea Tehnica a Moldovei - IP UTM",""
"327705","src_asn_edu_","Federal University of Technology Akure",""
"327863","src_asn_edu_","University of Zimbabwe",""
"327942","src_asn_edu_","LANDMARK-UNIVERSITY",""
"327947","src_asn_edu_","Kwame Nkrumah University of Science and Technology",""
"327992","src_asn_edu_","Ghanaian Academic and Research Network",""
"328184","src_asn_edu_","UNIVERSITY OF HEALTH AND ALLIED SCIENCES",""
"328188","src_asn_edu_","Covenant University",""
"328212","src_asn_edu_","THE UNIVERSITY OF CAPE COAST",""
"328224","src_asn_edu_","University of Energy and Natural Resources",""
"328225","src_asn_edu_","Strathmore University",""
"328530","src_asn_edu_","Garden City University College",""
"328663","src_asn_edu_","Catholic University of Ghana (Fiapre) (CUG)",""
"328762","src_asn_edu_","Mansoura University",""
"328896","src_asn_edu_","UNIVERSITY OF ENVIRONMENT AND SUSTAINABLE DEVELOPMENT",""
"393249","src_asn_edu_","UBC !",""
"393257","src_asn_edu_","Lawrence University",""
"393289","src_asn_edu_","Mercer University",""
"393296","src_asn_edu_","Augustana College",""
"393307","src_asn_edu_","Cooper University Hospital",""
"393408","src_asn_edu_","University of Portland",""
"393750","src_asn_edu_","Truman State University",""
"393907","src_asn_edu_","Cape Breton University",""
"394430","src_asn_edu_","Nova Scotia Community College",""
"394522","src_asn_edu_","Assiniboine College",""
"394769","src_asn_edu_","University of Michigan - Flint",""
"394962","src_asn_edu_","PENNSYLVANIA COLLEGE OF TECHNOLOGY",""
"394988","src_asn_edu_","Finger Lakes Community College",""
"395400","src_asn_edu_","University of Guam",""
"396310","src_asn_edu_","San Diego State University",""
"396425","src_asn_edu_","University of Colorado Colorado Springs",""
"396465","src_asn_edu_","California State University Sacramento",""
"396527","src_asn_edu_","Massachusetts Institute of Technology",""
"397087","src_asn_edu_","Mississippi University for Women",""
"397501","src_asn_edu_","Purdue University",""
"397511","src_asn_edu_","Purdue University",""
"398060","src_asn_edu_","Augusta University",""
"398451","src_asn_edu_","Rose-Hulman Institute of Technology Inc",""
"398655","src_asn_edu_","Pennsylvania Western University",""
"398813","src_asn_edu_","Millersville University of Pennsylvania",""
"399315","src_asn_edu_","Indiana State University",""
