"asn","match_name","organization","comment"
"29286","src_asn_isp_","Eutelsat - Skylogic",""
"29287","src_asn_isp_","Wien Energie GmbH",""
"29357","src_asn_isp_","Ooredoo Kuwait (Wataniya Telecom)",""
"29388","src_asn_isp_","ASN-BESTCOM",""
"29399","src_asn_isp_","Ramtek",""
"29420","src_asn_isp_","PJSC Promtelecom",""
"29422","src_asn_isp_","Nebula Oy",""
"29449","src_asn_isp_","ip telecom",""
"29456","src_asn_isp_","PJSC Rostelecom",""
"29485","src_asn_isp_","AMIS Telekom d.o.o.",""
"29544","src_asn_isp_","Mauritanian Telecommunication Company",""
"29555","src_asn_isp_","JSC Altel",""
"29614","src_asn_isp_","Telecel Ghana",""
"29644","src_asn_isp_","Airspeed Telecom",""
"29664","src_asn_isp_","FLAG TELECOM UK LIMITED",""
"29695","src_asn_isp_","Lyse Tele AS",""
"29744","src_asn_isp_","United Telephone Mutual Aid Corporation",""
"29866","src_asn_isp_","OpticalTel",""
"29894","src_asn_isp_","SCRTC",""
"29968","src_asn_isp_","Dunkirk & Fredonia Telephone Company",""
"29974","src_asn_isp_","Wightman Telecom",""
"30029","src_asn_isp_","Dobson Technologies",""
"30041","src_asn_isp_","Race Telecommunications LLC",""
"30174","src_asn_isp_","United Telephone Association",""
"30263","src_asn_isp_","Cal-Ore Telephone",""
"30325","src_asn_isp_","SSTC NET",""
"30341","src_asn_isp_","South Central Telephone Association",""
"30530","src_asn_isp_","Farmers Mutual Telephone Company",""
"30619","src_asn_isp_","Telecomunicacoes de Mocambique",""
"30666","src_asn_isp_","Xchange Telecom Corp.",""
"30722","src_asn_isp_","Vodafone Italy",""
"30733","src_asn_isp_","JSC 'Globus-Telecom'",""
"30742","src_asn_isp_","Bremen Briteline GmbH",""
"30767","src_asn_isp_","JSC Tagil Telecom",""
"30784","src_asn_isp_","Iskratelecom",""
"30838","src_asn_isp_","Jerzy Krempa 'Telpol' PPMUE",""
"30844","src_asn_isp_","Liquid Intelligent Technologies",""
"30855","src_asn_isp_","Tele-plus LLC",""
"30902","src_asn_isp_","Moasese Gostaresh Etelaat Va Ertebatat Farhangi Neda Rayaneh",""
"30916","src_asn_isp_","Primetel PLC",""
"30975","src_asn_isp_","Telewizja Kablowa Koszalin",""
"30982","src_asn_isp_","CAFE Informatique et telecommunications",""
"30987","src_asn_isp_","Eritrea Telecommunication Service corporation (EriTel)",""
"30990","src_asn_isp_","Djibouti Telecom",""
"30999","src_asn_isp_","Emtel",""
"31028","src_asn_isp_","Novoe Kabelnoe Television Ltd.",""
"31083","src_asn_isp_","Telepoint",""
"31117","src_asn_isp_","Energotel",""
"31122","src_asn_isp_","Viatel Ireland",""
"31126","src_asn_isp_","SODETEL S.A.L.",""
"31143","src_asn_isp_","COSMOS TV",""
"31200","src_asn_isp_","Novotelecom (NTK)",""
"31203","src_asn_isp_","Sharq Telekom",""
"31213","src_asn_isp_","PJSC MegaFon",""
"31257","src_asn_isp_","Orion Telecom",""
"31261","src_asn_isp_","GARS Telecom",""
"31275","src_asn_isp_","Telecom-Service",""
"31277","src_asn_isp_","New Line Telecom",""
"31313","src_asn_isp_","STS",""
"31336","src_asn_isp_","MITU TELECOM LLC",""
"31363","src_asn_isp_","JSC 'ER-Telecom Holding'",""
"31364","src_asn_isp_","Joint Stock Company TransTeleCom",""
"31376","src_asn_isp_","Smart Telecom",""
"31404","src_asn_isp_","LYCATEL DISTRIBUTION UK LIMITED",""
"31409","src_asn_isp_","SelTelecom-Net",""
"31412","src_asn_isp_","STOWARZYSZENIE MILOSNIKOW TELEWIZJI SATELITARNEJ ASTRAL",""
"31430","src_asn_isp_","TC TEL CENTER AS31430",""
"31499","src_asn_isp_","MOTIV",""
"31512","src_asn_isp_","OJSC 'Telecommunications FEZ Nakhodka'",""
"31525","src_asn_isp_","Satti Telecom LLC",""
"31549","src_asn_isp_","RASANA",""
"31615","src_asn_isp_","Odido AS31615",""
"31626","src_asn_isp_","OOO 'ZVI Telecom'",""
"31685","src_asn_isp_","TOV Teleradiocompany 'TIM'",""
"31705","src_asn_isp_","Europaischen Organisation fuer die Nutzung Meteorologischen Satelliten (Eumetsat)",""
"31721","src_asn_isp_","Azercell Telecom",""
"31726","src_asn_isp_","Telefiber",""
"31841","src_asn_isp_","NEW KNOXVILLE TELEPHONE COMPANY",""
"31996","src_asn_isp_","Zoom Telcom LLC",""
"32012","src_asn_isp_","HD Telecom Inc.",""
"32204","src_asn_isp_","KPU Telecom",""
"32264","src_asn_isp_","KMTELECOM",""
"32277","src_asn_isp_","TBayTel",""
"32473","src_asn_isp_","EHTEL",""
"32513","src_asn_isp_","BATTELLE MEMORIAL INSTITUTE",""
"32703","src_asn_isp_","Intelligent Fiber Network",""
"32758","src_asn_isp_","TotelCSI",""
"32800","src_asn_isp_","Moundridge Telephone Co.",""
"32845","src_asn_isp_","Tel-Star Communications Inc",""
"32890","src_asn_isp_","Beehive Telephone Company",""
"33038","src_asn_isp_","XIT Rural Telephone Cooperative Inc.",""
"33059","src_asn_isp_","Momentum Telecom AS33059",""
"33130","src_asn_isp_","Internet Access Solutions Ltd.",""
"33247","src_asn_isp_","Coastal Telco Services",""
"33339","src_asn_isp_","Nemont",""
"33362","src_asn_isp_","Wikstrom Telephone Company",""
"33392","src_asn_isp_","Dauphin Telecom",""
"33556","src_asn_isp_","Home Telephone Co.",""
"33567","src_asn_isp_","Econet Telecom Lesotho (PTY) LTD",""
"33604","src_asn_isp_","Burlington Telecom",""
"33647","src_asn_isp_","Yadkin Valley Telephone",""
"33749","src_asn_isp_","ATMC",""
"33765","src_asn_isp_","TTCL Corporation",""
"33779","src_asn_isp_","Wataniya Telecom Algerie",""
"33788","src_asn_isp_","Canar Telecommunications Corporation Limited (Canartel)",""
"33823","src_asn_isp_","Gemenii Network",""
"33835","src_asn_isp_","Infosat Telecom",""
"33842","src_asn_isp_","Cross Tel",""
"33871","src_asn_isp_","Norilsk-Telecom JSC",""
"33902","src_asn_isp_","Invest Mobile LLC",""
"33904","src_asn_isp_","Limited Liability Company 'Telcomnet'",""
"33911","src_asn_isp_","TENNET TELECOM SRL",""
"33915","src_asn_isp_","Vodafone Libertel B.V.",""
"33922","src_asn_isp_","Nacionalinis Telekomunikaciju Tinklas",""
"33977","src_asn_isp_","Banat Telecom Satelit",""
"33986","src_asn_isp_","Redder Telco",""
"34042","src_asn_isp_","MT-Telecom LLC",""
"34060","src_asn_isp_","SC TELECOMUNICATII CFR SA",""
"34066","src_asn_isp_","Telappliant",""
"34087","src_asn_isp_","NTE Bredbånd AS",""
"34137","src_asn_isp_","PJSC Rostelecom",""
"34150","src_asn_isp_","JSC 'ER-Telecom Holding'",""
"34156","src_asn_isp_","DB Systel GmbH",""
"34168","src_asn_isp_","PJSC Rostelecom",""
"34170","src_asn_isp_","Aztelekom",""
"34205","src_asn_isp_","PJSC Rostelecom",""
"34223","src_asn_isp_","N-REGION",""
"34232","src_asn_isp_","Comfortel Ltd.",""
"34244","src_asn_isp_","Teleservice Bredband Skåne AB",""
"34263","src_asn_isp_","MPY Telecom Oy",""
"34265","src_asn_isp_","SilverTelecom",""
"34267","src_asn_isp_","PJSC Rostelecom",""
"34279","src_asn_isp_","Teletrans SA",""
"34285","src_asn_isp_","Sociedad Andaluza para el Desarrollo de las Telecomunicaciones S.A. Medio Propio",""
"34290","src_asn_isp_","Union Europeenne de Radio-Television",""
"34304","src_asn_isp_","TeenTelecom",""
"34306","src_asn_isp_","SOCIETE REUNIONNAISE DU RADIOTELEPHONE SCS",""
"34352","src_asn_isp_","MSN Telecom LLC",""
"34359","src_asn_isp_","Link Telecom Ukraine AS34359",""
"34376","src_asn_isp_","Telecom Group Ltd",""
"34383","src_asn_isp_","Teloise",""
"34391","src_asn_isp_","PARITEL OPERATEUR SAS",""
"34393","src_asn_isp_","Systel Systemy Teleinformatyczne Sp. z o.o.",""
"34421","src_asn_isp_","Telecom Media Systems LLC",""
"34467","src_asn_isp_","JSC Telephone Company 'Sotcom'",""
"34470","src_asn_isp_","PortTelekom LLC",""
"34533","src_asn_isp_","JSC 'ER-Telecom Holding'",""
"34547","src_asn_isp_","Telesmart Telekom",""
"34557","src_asn_isp_","Tacom",""
"34584","src_asn_isp_","PJSC Rostelecom",""
"34590","src_asn_isp_","JSC 'ER-Telecom Holding'",""
"34594","src_asn_isp_","Optima telekom",""
"34619","src_asn_isp_","CIZGI TELEKOMUNIKASYON ANONIM SIRKETI",""
"34659","src_asn_isp_","Bouygues Telecom Pro KEYYO",""
"34683","src_asn_isp_","TELKEA-TELECOM",""
"34703","src_asn_isp_","LTD Pokrovsky radiotelefon",""
"34704","src_asn_isp_","VOIP Telecom SAS",""
"34709","src_asn_isp_","JSC RACE TELECOM",""
"34718","src_asn_isp_","TEXNOPROSISTEM",""
"34723","src_asn_isp_","RNT",""
"34743","src_asn_isp_","NASHNET",""
"34772","src_asn_isp_","Neotel",""
"34779","src_asn_isp_","T-2 d.o.o.",""
"34858","src_asn_isp_","Telezon-Seti LLC",""
"34892","src_asn_isp_","PJSC Rostelecom",""
"34896","src_asn_isp_","Vostoktelecom Telephone Company Limited Liability Company",""
"34937","src_asn_isp_","Stowarzyszenie Olawska Telewizja Kablowa",""
"34974","src_asn_isp_","PJSC Rostelecom. Kamchatka branch",""
"34977","src_asn_isp_","PROCONO",""
"34984","src_asn_isp_","Superonline",""
"35000","src_asn_isp_","JSC SEVEREN-TELECOM",""
"35005","src_asn_isp_","VilTel LTD",""
"35025","src_asn_isp_","AO Teleconnect",""
"35063","src_asn_isp_","Chopin Telewizja Kablowa",""
"35087","src_asn_isp_","NTSI Telecom Ltd",""
"35091","src_asn_isp_","Teledata Ghana",""
"35125","src_asn_isp_","PJSC Rostelecom. Smolensk branch",""
"35140","src_asn_isp_","JSC RACE TELECOM",""
"35154","src_asn_isp_","PJSC Rostelecom",""
"35177","src_asn_isp_","PJSC Rostelecom",""
"35184","src_asn_isp_","IC Telecom",""
"35199","src_asn_isp_","ENFORMATEL",""
"35200","src_asn_isp_","iTalk Affliate Telecommunications Ltd",""
"35239","src_asn_isp_","LLC Balttelecom",""
"35244","src_asn_isp_","PŸUR - Sued",""
"35261","src_asn_isp_","Core Telecom S.R.L.",""
"35283","src_asn_isp_","NETWORTH TELECOM",""
"35311","src_asn_isp_","PR-TELECOM Zrt.",""
"35352","src_asn_isp_","UKRTELEBUD",""
"35359","src_asn_isp_","ADR TEL s.p.a.",""
"35370","src_asn_isp_","Ainet Telekommunikations-Netzwerk",""
"35401","src_asn_isp_","AO 'Tele-Service Tula'",""
"35516","src_asn_isp_","PJSC Rostelecom",""
"35527","src_asn_isp_","AlfaTEL OOO",""
"35549","src_asn_isp_","Metronet telekomunikacije d.d.",""
"35566","src_asn_isp_","Kar-Tel LLC",""
"35567","src_asn_isp_","DASTO semtel d.o.o.",""
"35568","src_asn_isp_","Nuetel Communications",""
"35588","src_asn_isp_","Telecompany LiS LTD",""
"35699","src_asn_isp_","Adamo Telecom Iberia S.A",""
"35723","src_asn_isp_","Transport Telecommunication Company LLC",""
"35725","src_asn_isp_","TELEKOM ROMANIA MOBILE COMMUNICATIONS S.A.",""
"35753","src_asn_isp_","Integrated Telecom (ITC) - Saudi Arabia",""
"35765","src_asn_isp_","Gemeindewerke Telfs GmbH",""
"35768","src_asn_isp_","Iris-tel ltd",""
"35807","src_asn_isp_","SkyNet SPB",""
"35810","src_asn_isp_","BIG TELECOM",""
"35819","src_asn_isp_","Etihad Etisalat Company (Mobily)",""
"35871","src_asn_isp_","Reynolds Communications",""
"35894","src_asn_isp_","Northern Arkansas Telephone Company",""
"35911","src_asn_isp_","Telebec",""
"36103","src_asn_isp_","CentraCom",""
"36105","src_asn_isp_","Big Bend Telephone Company Inc.",""
"36149","src_asn_isp_","Hawaiian Telcom",""
"36165","src_asn_isp_","ITM TELECOM",""
"36305","src_asn_isp_","The Albany Mutual Telephone Association",""
"36374","src_asn_isp_","Stellar Association",""
"36468","src_asn_isp_","Intelligent Technical Solutions",""
"36487","src_asn_isp_","Consolidated Telephone Company",""
"36545","src_asn_isp_","Bledsoe Telephone Cooperative Corporation",""
"36549","src_asn_isp_","WestTel Ltd.",""
"36599","src_asn_isp_","SoftEther Telecommunication Research Institute LLC",""
"36728","src_asn_isp_","Emery Telcom",""
"36827","src_asn_isp_","PINE BELT TELEPHONE",""
"36865","src_asn_isp_","Teledata Mozambique",""
"36866","src_asn_isp_","Jamii Telecommunications",""
"36873","src_asn_isp_","Airtel Networks Nigeria",""
"36881","src_asn_isp_","Multitel Servicos de Telecomunicacoes",""
"36884","src_asn_isp_","Wana Corporate (AS36884)",""
"36902","src_asn_isp_","Intelvision",""
"36903","src_asn_isp_","Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM",""
"36913","src_asn_isp_","TELEKOM NETWORKS MALAWI LTD",""
"36915","src_asn_isp_","Echotel International Kenya",""
"36925","src_asn_isp_","Meditelecom",""
"36926","src_asn_isp_","Airtel Networks Kenya",""
"36930","src_asn_isp_","Zanzibar Telecom",""
"36937","src_asn_isp_","Liquid Telecom SA",""
"36939","src_asn_isp_","Comores Telecom",""
"36947","src_asn_isp_","Algeria Telecom",""
"36955","src_asn_isp_","Matrix Telecoms",""
"36969","src_asn_isp_","Malawi Telecommunications",""
"36996","src_asn_isp_","Telecom Namibia",""
"36998","src_asn_isp_","Zain",""
"36999","src_asn_isp_","Telecom Namibia",""
"37006","src_asn_isp_","Liquid Telecommunication Rwanda Limited",""
"37009","src_asn_isp_","Mobile Telecommunications Ltd",""
"37020","src_asn_isp_","Airtel DRC AS37020",""
"37032","src_asn_isp_","Alink Telecom Ghana",""
"37054","src_asn_isp_","TELMA",""
"37069","src_asn_isp_","The Egyptian Company for Mobile Services (Mobinil)",""
"37075","src_asn_isp_","Airtel Uganda",""
"37076","src_asn_isp_","EMTS NIGERIA",""
"37090","src_asn_isp_","ISOCEL SA",""
"37102","src_asn_isp_","CIELUX TELECOM RDC",""
"37110","src_asn_isp_","Moztel LDA",""
"37119","src_asn_isp_","Unitel SA",""
"37123","src_asn_isp_","Telecontract Pvt Ltd",""
"37133","src_asn_isp_","Airtel Tanzania",""
"37154","src_asn_isp_","ZAMTEL",""
"37184","src_asn_isp_","Powertel Communications",""
"37190","src_asn_isp_","ATLANTIQUE TELECOM (MOOV CI)",""
"37196","src_asn_isp_","Sudatel Senegal",""
"37203","src_asn_isp_","Liberia Telecommunications Corporation (libtelco)",""
"37204","src_asn_isp_","Telone Zimbabwe",""
"37205","src_asn_isp_","Atlantique Telecom Niger",""
"37229","src_asn_isp_","Atlantique Telecom Togo",""
"37233","src_asn_isp_","ORG-ON2-AFRINIC",""
"37248","src_asn_isp_","Phase3 Telecom",""
"37292","src_asn_isp_","Omnium des Telecom et de l'Internet (OTI Telecom)",""
"37294","src_asn_isp_","TELEKOM NETWORKS MALAWI",""
"37303","src_asn_isp_","Airtel Madagascar",""
"37333","src_asn_isp_","Comtel Communications",""
"37342","src_asn_isp_","Movitel",""
"37343","src_asn_isp_","Telecom Seychelles Limited",""
"37356","src_asn_isp_","OTEL Telecoms",""
"37371","src_asn_isp_","Hormuud Telecom Somalia",""
"37385","src_asn_isp_","SONITEL",""
"37430","src_asn_isp_","VDC Telecom",""
"37440","src_asn_isp_","Airtel Malawi",""
"37451","src_asn_isp_","Congo Telecom",""
"37455","src_asn_isp_","Bharat Telecom Ltd",""
"37457","src_asn_isp_","Telkom Internet",""
"37472","src_asn_isp_","Nigerian Communications Satellite",""
"37473","src_asn_isp_","Telesom",""
"37475","src_asn_isp_","HTT Telecom S.A",""
"37508","src_asn_isp_","MATTEL",""
"37517","src_asn_isp_","CV Telecom",""
"37526","src_asn_isp_","TELECEL FASO",""
"37529","src_asn_isp_","Gestor de Infraestructuras de Telecomunicaciones de Guinea Ecuatorial",""
"37531","src_asn_isp_","Airtel Niger",""
"37550","src_asn_isp_","airtelcg",""
"37563","src_asn_isp_","SOMTEL INTERNATIONAL",""
"37566","src_asn_isp_","ICONA for IT and Telecom",""
"37571","src_asn_isp_","ITM DR Congo",""
"37575","src_asn_isp_","UNITEL T Telecomunicacoes Sociedade Unipessoal S.A.",""
"37586","src_asn_isp_","ONATEL",""
"37605","src_asn_isp_","I-WORLD NETWORKS",""
"37616","src_asn_isp_","Airtel Gabon",""
"37622","src_asn_isp_","Mahanagar Telephone (Mauritius)",""
"37673","src_asn_isp_","Telemasters",""
"37677","src_asn_isp_","Societe Congolaise des Postes et Telecommunications (SCPT)",""
"37908","src_asn_isp_","KIBI Cable Television",""
"38009","src_asn_isp_","Telikom PNG",""
"38019","src_asn_isp_","tianjin Mobile Communication Company Limited",""
"38040","src_asn_isp_","NT(TOT) IIG",""
"38067","src_asn_isp_","Radiant telecommunications",""
"38077","src_asn_isp_","Timor Telecom",""
"38150","src_asn_isp_","TELNET Network",""
"38156","src_asn_isp_","Union Routelink Communication",""
"38186","src_asn_isp_","Forewin Telecom Group Limited",""
"38203","src_asn_isp_","ADN Telecom Ltd.",""
"38209","src_asn_isp_","Camintel",""
"38210","src_asn_isp_","Ranks Telecom Limited",""
"38235","src_asn_isp_","MekongNet",""
"38247","src_asn_isp_","Vietnamobile Telecommunications Joint Stock Company",""
"38253","src_asn_isp_","Hanoi Telecom JSC",""
"38264","src_asn_isp_","Wateen Telecom",""
"38278","src_asn_isp_","ORIENT TELECOMS",""
"38315","src_asn_isp_","GAZI COMMUNICATIONS A TELEPORT OPERATOR",""
"38466","src_asn_isp_","U Mobile",""
"38526","src_asn_isp_","Pemerintah Kota Yogyakarta",""
"38611","src_asn_isp_","Bendigo Telco",""
"38623","src_asn_isp_","Viettel (Cambodia) Pte. Ltd.",""
"38628","src_asn_isp_","HIMEJI CABLE TELEVISION CORPORATION",""
"38712","src_asn_isp_","Telnet Communication Limited",""
"38731","src_asn_isp_","Vietel - CHT Compamy Ltd",""
"38732","src_asn_isp_","CMC Telecom Infrastructure Company",""
"38733","src_asn_isp_","CMC Telecom Infrastructure Company",""
"38750","src_asn_isp_","TELEMEDIA DINAMIKA SARANA [AS38750]",""
"38875","src_asn_isp_","FSMTC - AS38875",""
"38914","src_asn_isp_","Deutsche Telekom MMS GmbH",""
"38917","src_asn_isp_","INTERCOMTEL Limited Company",""
"38949","src_asn_isp_","Trestel SK",""
"38951","src_asn_isp_","TKT-AS",""
"38958","src_asn_isp_","Alfa Telecom Ltd.",""
"38987","src_asn_isp_","Spoldzielnia Telekomunikacyjna OST",""
"38999","src_asn_isp_","Mobile Interim Company no.2 sal",""
"39010","src_asn_isp_","TerraNet",""
"39028","src_asn_isp_","JSC 'ER-Telecom Holding'",""
"39032","src_asn_isp_","East Telecom",""
"39042","src_asn_isp_","LLC Global Telecom Co",""
"39045","src_asn_isp_","Gazprom telecom LLC",""
"39065","src_asn_isp_","SOHONET",""
"39068","src_asn_isp_","Main Telecom LLC",""
"39089","src_asn_isp_","Ugletelecom - AS39089",""
"39097","src_asn_isp_","Maintel Europe Limited",""
"39102","src_asn_isp_","SatTel Corporation Ltd",""
"39128","src_asn_isp_","IT LUX TELECOM Ltd.",""
"39153","src_asn_isp_","Setel",""
"39156","src_asn_isp_","First Telecom Ltd",""
"39180","src_asn_isp_","LASOTEL",""
"39190","src_asn_isp_","Ahmad Mahmoud Hassan trading as Nour El Houda Trading & Telecommunications",""
"39273","src_asn_isp_","Kalaam Telecom Bahrain",""
"39279","src_asn_isp_","Serviciul Tehnologia Informației și Securitate Cibernetică",""
"39280","src_asn_isp_","UltelNET-AS",""
"39375","src_asn_isp_","Telekomunikacja Podlasie",""
"39386","src_asn_isp_","Saudi Telecom Company (STC IGW)",""
"39407","src_asn_isp_","PJSC Rostelecom",""
"39435","src_asn_isp_","JSC 'ER-Telecom Holding'",""
"39477","src_asn_isp_","Mundio Mobile",""
"39505","src_asn_isp_","Vestitel",""
"39543","src_asn_isp_","TENNET TELECOM",""
"39586","src_asn_isp_","NPP Saturn Telecom Ltd.",""
"39699","src_asn_isp_","Lounea Palvelut",""
"39735","src_asn_isp_","'Permtelecom' Ltd",""
"39737","src_asn_isp_","Prime Telecom",""
"39791","src_asn_isp_","Telco Pro Services a. s.",""
"39808","src_asn_isp_","Fontel",""
"39812","src_asn_isp_","KAMENSKTEL",""
"39824","src_asn_isp_","JSC Alma Telecommunications",""
"39835","src_asn_isp_","goetel",""
"39869","src_asn_isp_","Sitel sp. z o.o.",""
"39886","src_asn_isp_","STELOGY",""
"39891","src_asn_isp_","Saudi Telecom Company JSC",""
"39908","src_asn_isp_","Daughter Company Television Systems 'KVANT' of PrJSC 'Atomservice'",""
"39927","src_asn_isp_","E-Light-Telecom",""
"39944","src_asn_isp_","3U Telecom Inc",""
"40020","src_asn_isp_","Farmers Telecommunications Cooperative Inc.",""
"40230","src_asn_isp_","Columbus Telephone Company",""
"40237","src_asn_isp_","United Telephone Company",""
"40285","src_asn_isp_","NORTHLAND-CABLE",""
"40564","src_asn_isp_","Vocom International Telecommunication INC",""
"40837","src_asn_isp_","Goldfield Telephone Company LLC",""
"40980","src_asn_isp_","Telematica Internet Service Provider",""
"40983","src_asn_isp_","PE First Telecommunication Company",""
"41106","src_asn_isp_","My Telecom Ltd.",""
"41110","src_asn_isp_","DSLmobil GmbH",""
"41123","src_asn_isp_","Gorodskie Telekommunikatsionnye Sistemy LLC",""
"41134","src_asn_isp_","PJSC Rostelecom",""
"41164","src_asn_isp_","GET Norway",""
"41165","src_asn_isp_","UNTC",""
"41190","src_asn_isp_","CJSC IDEATELECOM",""
"41202","src_asn_isp_","Unitel Uzbekistan",""
"41206","src_asn_isp_","United Telecom Zrt.",""
"41272","src_asn_isp_","MOSELLE TELECOM",""
"41275","src_asn_isp_","Lovitel LLC",""
"41307","src_asn_isp_","Telepark Passau GmbH",""
"41313","src_asn_isp_","Novatel",""
"41327","src_asn_isp_","Fiber Telecom (FT)",""
"41329","src_asn_isp_","Sky Mobile",""
"41330","src_asn_isp_","T2 Novosibirsk",""
"41334","src_asn_isp_","MANCHE TELECOM",""
"41341","src_asn_isp_","Joint Stock Company TransTeleCom",""
"41397","src_asn_isp_","Redes Digitales de Telecomunicacion en Internet SL",""
"41403","src_asn_isp_","JSC 'ER-Telecom Holding'",""
"41421","src_asn_isp_","Starnet Telecom Sp. z o.o.",""
"41465","src_asn_isp_","Limited Liability Company VolgoGazTelecom",""
"41513","src_asn_isp_","PP SkyTeleNet",""
"41557","src_asn_isp_","Drustvo za telekomunikaciski uslugi TELEKABEL DOOEL Stip",""
"41560","src_asn_isp_","UGMK-Telecom LLC",""
"41601","src_asn_isp_","NEO Print Ltd",""
"41625","src_asn_isp_","Express Teleservice Corp",""
"41661","src_asn_isp_","JSC 'ER-Telecom Holding'",""
"41668","src_asn_isp_","JSC 'ER-Telecom Holding'",""
"41682","src_asn_isp_","JSC 'ER-Telecom Holding'",""
"41691","src_asn_isp_","National Telecom",""
"41727","src_asn_isp_","JSC 'ER-Telecom Holding'",""
"41738","src_asn_isp_","Cellfie Mobile LLC",""
"41754","src_asn_isp_","JSC 'ER-Telecom Holding'",""
"41777","src_asn_isp_","Telewizja Polsat Sp. z o.o.",""
"41786","src_asn_isp_","JSC 'ER-Telecom Holding'",""
"41789","src_asn_isp_","LLC Teledyne Systems Limited",""
"41790","src_asn_isp_","Teleaudio",""
"41798","src_asn_isp_","Transtelecom Kazakhstan",""
"41802","src_asn_isp_","Kvidex-Telecom",""
"41813","src_asn_isp_","LLC ONLINETELECOM",""
"41843","src_asn_isp_","JSC 'ER-Telecom Holding'",""
"41844","src_asn_isp_","'Urban Mobility Center' EAD",""
"41877","src_asn_isp_","Railway Telecom Ltd",""
"41901","src_asn_isp_","TELELINK BUSINESS SERVICES EAD",""
"41925","src_asn_isp_","IZET-Chelyabinsk",""
"41953","src_asn_isp_","TELEPLUS",""
"41959","src_asn_isp_","PLJ TELECOM",""
"41967","src_asn_isp_","Sumski Telecom Systems Ltd",""
"42003","src_asn_isp_","OGERONET",""
"42020","src_asn_isp_","LibanTelecom",""
"42039","src_asn_isp_","Stowarzyszenie 'Telewizja Teofilow B'",""
"42057","src_asn_isp_","GIPTEL LLC",""
"42060","src_asn_isp_","feratel media technologies AG",""
"42061","src_asn_isp_","LINZ STROM GAS WAERME GmbH fuer Energiedienstleistungen und Telekommunikation",""
"42065","src_asn_isp_","ZAO ElectronTelecom",""
"42083","src_asn_isp_","Guneydogu Telekom",""
"42085","src_asn_isp_","Telconet Switzerland",""
"42116","src_asn_isp_","JSC 'ER-Telecom Holding'",""
"42147","src_asn_isp_","correos",""
"42148","src_asn_isp_","Beirel Telecom LLC",""
"42149","src_asn_isp_","Servis Telecom Ltd.",""
"42238","src_asn_isp_","Bospor-Telecom LLC",""
"42269","src_asn_isp_","LLC ACME TELECOM",""
"42277","src_asn_isp_","Limited liability company Kursktelecom",""
"42362","src_asn_isp_","PJSC Rostelecom",""
"42396","src_asn_isp_","Telesystems of Ukraine",""
"42397","src_asn_isp_","Bunea TELECOM SRL",""
"42437","src_asn_isp_","T2 Rostov-on-Don",""
"42517","src_asn_isp_","Schiphol Telematics B.V.",""
"42521","src_asn_isp_","ARCTIC TELECOM Limited Liability Company",""
"42530","src_asn_isp_","TOV 'Telecommunication company 'Plazma'",""
"42548","src_asn_isp_","PJSC Rostelecom",""
"42560","src_asn_isp_","Telemach BH d.o.o. Sarajevo",""
"42581","src_asn_isp_","Inform Communications Ltd.",""
"42610","src_asn_isp_","Rostelecom MRB Moscow",""
"42644","src_asn_isp_","VIRTUAL TELECOM SP. Z O.O.",""
"42682","src_asn_isp_","JSC 'ER-Telecom Holding'",""
"42683","src_asn_isp_","JSC 'ER-Telecom Holding'",""
"42739","src_asn_isp_","Hawe Telekom",""
"42764","src_asn_isp_","Arpitel",""
"42770","src_asn_isp_","Kar-Tel LLC",""
"42781","src_asn_isp_","Zajil International Telecom Company KSCC",""
"42786","src_asn_isp_","SC Dynamic Telecom SRL",""
"42807","src_asn_isp_","CIZGI TELEKOMUNIKASYON ANONIM SIRKETI",""
"42808","src_asn_isp_","VIRTELA-NET-VNLAMS1",""
"42811","src_asn_isp_","Herault Telecom SAS",""
"42841","src_asn_isp_","ANTIK Telecom",""
"42845","src_asn_isp_","Bretagne Telecom",""
"42846","src_asn_isp_","GNET Internet Telekomunikasyon A.S.",""
"42897","src_asn_isp_","Telnet LLC",""
"42908","src_asn_isp_","Nordic Telecom",""
"42914","src_asn_isp_","IMPERIUM-AS",""
"42947","src_asn_isp_","SkynetLink Informatica y Redes",""
"42961","src_asn_isp_","Zain KW",""
"43034","src_asn_isp_","Cimos d.d. Avtomobilska Industrija",""
"43061","src_asn_isp_","Stelkom d.o.o.",""
"43103","src_asn_isp_","ONE TELECOM ltd",""
"43123","src_asn_isp_","SIA Lexico Telecom LTD",""
"43132","src_asn_isp_","PJSC Rostelecom",""
"43149","src_asn_isp_","Rocket Telecom Center LLC",""
"43197","src_asn_isp_","TT mobile",""
"43201","src_asn_isp_","Telematika LLC",""
"43228","src_asn_isp_","SimpleTelecom LLC",""
"43237","src_asn_isp_","CONVEX TELEPHONY",""
"43244","src_asn_isp_","TELNET Sp. z o.o.",""
"43274","src_asn_isp_","Teleradiocompany Teleos-1 Ltd",""
"43284","src_asn_isp_","IWB",""
"43297","src_asn_isp_","VDS-Telecom",""
"43306","src_asn_isp_","Music Television LLC",""
"43314","src_asn_isp_","JSC 'ER-Telecom Holding'",""
"43320","src_asn_isp_","VKTelekom",""
"43321","src_asn_isp_","Satelcom-Service Ltd.",""
"43328","src_asn_isp_","LLC 'INZHENERNYE SETI - TELEKOM'",""
"43355","src_asn_isp_","UPL TELECOM",""
"43370","src_asn_isp_","OBIT-KZ-AS",""
