"organization","match_name","url","format","jsonpath_rfc9535","jsonpath_jq","docs_url"
"Stripe","crawler_webhook|org_stripe #TODO","https://stripe.com/files/ips/ips_webhooks.txt","nlsv","","","https://docs.stripe.com/ips#ip-addresses"
