"organization","match_name","url","format","jsonpath_rfc9535","jsonpath_jq","regex","csv_field","plain","docs_url"
"Apple","src_net_vpn_apple_privacyrelay","https://mask-api.icloud.com/egress-ip-ranges.csv","csv","","","","0","","https://developer.apple.com/icloud/prepare-your-network-for-icloud-private-relay/"
